=============================================
SUBPROBLEM 14 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
119	-10	-18	453.298	492.185	1	3	479
120	-10	-20	455.283	491.601	1	3	480
121	10	20	459.967	500.622	1	3	481
122	10	18	457.981	501.469	1	3	482
123	10	16	456.012	502.108	1	3	483
124	10	14	454.156	502.514	1	3	484
125	10	12	454.265	502.705	1	3	485
126	10	8	451.955	503.01	1	3	486
127	10	6	450.157	501.601	1	3	487
128	10	4	448.432	500.789	1	3	488
129	10	2	446.825	499.793	1	3	489
130	10	0	445.411	501.406	1	3	490
131	10	-2	444.323	503.396	1	3	491
132	10	-4	443.747	505.383	1	3	492
133	10	-6	442.562	507.361	1	3	493
134	10	-8	441.41	509.32	1	3	494
135	10	-12	442.154	512.753	1	3	495
136	10	-14	443.664	512.162	1	3	496
137	10	-16	445.409	510.366	1	3	497
138	10	-18	447.258	508.43	1	3	498
139	10	-20	449.159	506.46	1	3	499
