=============================================
SUBPROBLEM 15 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
59	-11.872	-13.479	487	720	1	2	369
60	-20	10	471.333	532.687	1	3	420
61	-18	10	470.507	534.625	1	3	421
62	-16	10	469.826	536.544	1	3	422
63	-14	10	469.305	538.437	1	3	423
64	-12	10	468.954	540.286	1	3	424
65	-10	10	468.782	542.061	1	3	425
66	-8	10	468.793	543.701	1	3	426
67	-6	10	468.623	545.067	1	3	427
68	-4	10	466.667	545.878	1	3	428
69	-2	10	464.727	545.8	1	3	429
70	0	10	462.81	546.625	1	3	430
71	2	10	460.935	548.603	1	3	431
72	4	10	459.139	550.564	1	3	432
73	6	10	457.518	552.483	1	3	433
74	8	10	456.338	554.213	1	3	434
75	10	10	456.141	554.579	1	3	435
76	12	10	457.073	553.026	1	3	436
77	14	10	458.596	551.135	1	3	437
78	16	10	460.351	549.182	1	3	438
79	18	10	462.207	547.207	1	3	439
80	20	10	464.112	545.223	1	3	440
81	-20	-10	458.025	531.552	1	3	441
82	-18	-10	456.056	533.539	1	3	442
83	-16	-10	454.105	535.522	1	3	443
84	-14	-10	452.192	537.497	1	3	444
85	-12	-10	450.38	539.46	1	3	445
86	-10	-10	448.973	541.395	1	3	446
87	-8	-10	449.088	543.262	1	3	447
88	-6	-10	450.582	544.873	1	3	448
89	-4	-10	452.413	545.245	1	3	449
90	-2	-10	454.332	544.599	1	3	450
91	0	-10	456.286	546.348	1	3	451
92	2	-10	458.256	547.94	1	3	452
93	4	-10	459.312	549.215	1	3	453
94	6	-10	457.357	549.868	1	3	454
95	8	-10	455.522	549.612	1	3	455
96	10	-10	455.169	548.575	1	3	456
97	12	-10	456.901	547.1	1	3	457
98	14	-10	458.844	545.411	1	3	458
99	16	-10	460.82	543.61	1	3	459
100	18	-10	462.807	541.747	1	3	460
101	20	-10	464.798	539.847	1	3	461
102	-10	20	473.526	540.928	1	3	462
103	-10	18	472.939	542.098	1	3	463
104	-10	16	472.541	542.887	1	3	464
105	-10	14	472.342	543.164	1	3	465
106	-10	12	470.78	542.867	1	3	466
107	-10	8	466.784	540.881	1	3	467
108	-10	6	464.786	539.45	1	3	468
109	-10	4	462.789	537.857	1	3	469
110	-10	2	460.792	536.158	1	3	470
111	-10	0	458.797	534.388	1	3	471
112	-10	-2	456.804	535.974	1	3	472
113	-10	-4	454.814	537.671	1	3	473
114	-10	-6	452.831	539.222	1	3	474
115	-10	-8	450.866	540.523	1	3	475
116	-10	-12	447.914	541.627	1	3	476
117	-10	-14	449.404	541.141	1	3	477
118	-10	-16	451.327	540.087	1	3	478
119	-10	-18	453.298	538.678	1	3	479
120	-10	-20	455.283	537.065	1	3	480
121	10	20	459.967	547.205	1	3	481
122	10	18	457.981	549.196	1	3	482
123	10	16	456.012	551.181	1	3	483
124	10	14	454.156	553.144	1	3	484
125	10	12	454.265	554.958	1	3	485
126	10	8	458.112	552.691	1	3	486
127	10	6	460.099	550.72	1	3	487
128	10	4	462.092	548.733	1	3	488
129	10	2	464.087	546.74	1	3	489
130	10	0	464.913	544.745	1	3	490
131	10	-2	462.919	542.748	1	3	491
132	10	-4	460.928	543.29	1	3	492
133	10	-6	458.945	545.152	1	3	493
134	10	-8	456.985	546.939	1	3	494
135	10	-12	455.35	549.877	1	3	495
136	10	-14	457.206	550.454	1	3	496
137	10	-16	459.17	549.982	1	3	497
138	10	-18	461.155	548.735	1	3	498
139	10	-20	463.146	547.123	1	3	499
