=============================================
SUBPROBLEM 5 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
53	7.172	10.889	156	720	3	2	312
54	13.276	8.355	211.864	720	1	2	394
55	7.02	10.861	237	720	1	2	350
56	-10	-10	0	720	0	2	416
57	-10	-10	0	720	0	2	417
58	-10	-10	0	720	0	2	418
59	-10	-10	0	720	0	2	419
60	-20	10	263.987	312.696	1	3	420
61	-18	10	262.02	314.63	1	3	421
62	-16	10	260.075	316.516	1	3	422
63	-14	10	258.181	318.282	1	3	423
64	-12	10	256.46	319.639	1	3	424
65	-10	10	255.621	319.692	1	3	425
66	-8	10	256.684	318.383	1	3	426
67	-6	10	255.904	316.63	1	3	427
68	-4	10	255.488	314.749	1	3	428
69	-2	10	256.134	312.817	1	3	429
70	0	10	255.814	310.861	1	3	430
71	2	10	254.422	308.891	1	3	431
72	4	10	253.234	308.946	1	3	432
73	6	10	252.327	310.789	1	3	433
74	8	10	251.789	310.733	1	3	434
75	10	10	251.689	308.878	1	3	435
76	12	10	252.042	307.102	1	3	436
77	14	10	252.799	307.042	1	3	437
78	16	10	253.876	306.087	1	3	438
79	18	10	255.188	304.627	1	3	439
80	20	10	256.668	302.933	1	3	440
81	-20	-10	248.824	302.36	1	3	441
82	-18	-10	247.676	304.066	1	3	442
83	-16	-10	246.804	305.667	1	3	443
84	-14	-10	246.289	307.104	1	3	444
85	-12	-10	246.062	308.286	1	3	445
86	-10	-10	245.446	309.081	1	3	446
87	-8	-10	245.906	309.349	1	3	447
88	-6	-10	247.161	309.029	1	3	448
89	-4	-10	248.784	308.192	1	3	449
90	-2	-10	250.567	306.982	1	3	450
91	0	-10	252.43	305.527	1	3	451
92	2	-10	254.191	305.297	1	3	452
93	4	-10	255.565	307.135	1	3	453
94	6	-10	254.838	308.916	1	3	454
95	8	-10	254.42	310.609	1	3	455
96	10	-10	254.343	312.156	1	3	456
97	12	-10	254.616	313.453	1	3	457
98	14	-10	255.214	314.326	1	3	458
99	16	-10	256.094	314.566	1	3	459
100	18	-10	257.202	314.095	1	3	460
101	20	-10	258.491	313.057	1	3	461
102	-10	20	265.616	314.053	1	3	462
103	-10	18	263.616	316.035	1	3	463
104	-10	16	261.616	317.998	1	3	464
105	-10	14	259.617	319.889	1	3	465
106	-10	12	257.618	321.056	1	3	466
107	-10	8	254.411	317.785	1	3	467
108	-10	6	256.389	315.819	1	3	468
109	-10	4	258.295	313.837	1	3	469
110	-10	2	257.444	311.848	1	3	470
111	-10	0	255.444	312.144	1	3	471
112	-10	-2	253.444	313.662	1	3	472
113	-10	-4	251.444	313.983	1	3	473
114	-10	-6	249.445	312.734	1	3	474
115	-10	-8	247.445	310.973	1	3	475
116	-10	-12	243.451	307.142	1	3	476
117	-10	-14	242.578	305.18	1	3	477
118	-10	-16	241.064	303.207	1	3	478
119	-10	-18	239.797	301.226	1	3	479
120	-10	-20	239.67	299.241	1	3	480
121	10	20	261.68	304.16	1	3	481
122	10	18	259.681	305.904	1	3	482
123	10	16	257.682	307.372	1	3	483
124	10	14	255.684	308.111	1	3	484
125	10	12	253.686	308.71	1	3	485
126	10	8	249.695	307.917	1	3	486
127	10	6	247.705	306.379	1	3	487
128	10	4	245.73	304.616	1	3	488
129	10	2	243.877	303.78	1	3	489
130	10	0	244.444	305.778	1	3	490
131	10	-2	246.377	307.773	1	3	491
132	10	-4	248.359	309.763	1	3	492
133	10	-6	250.351	311.719	1	3	493
134	10	-8	252.346	312.105	1	3	494
135	10	-12	256.341	313.38	1	3	495
136	10	-14	258.339	314.158	1	3	496
137	10	-16	259.761	314.305	1	3	497
138	10	-18	259.57	313.776	1	3	498
139	10	-20	259.554	312.717	1	3	499
