=============================================
SUBPROBLEM 1 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
52	-10.919	6.409	116.217	720	1	2	290
53	-10	10	0	720	0	2	413
54	-10	10	0	720	0	2	414
55	-11.662	-12.22	124	720	1	2	372
56	-10	-10	0	720	0	2	416
57	-10	-10	0	720	0	2	417
58	-10	-10	0	720	0	2	418
59	-10	-10	0	720	0	2	419
60	-20	10	113.27	178.457	1	3	420
61	-18	10	111.272	180.384	1	3	421
62	-16	10	109.297	182.267	1	3	422
63	-14	10	110.737	184.058	1	3	423
64	-12	10	112.734	185.608	1	3	424
65	-10	10	113.482	186.432	1	3	425
66	-8	10	111.488	185.888	1	3	426
67	-6	10	109.495	184.442	1	3	427
68	-4	10	107.505	182.687	1	3	428
69	-2	10	105.518	180.818	1	3	429
70	0	10	103.537	178.899	1	3	430
71	2	10	101.568	176.953	1	3	431
72	4	10	99.6264	178.395	1	3	432
73	6	10	97.7683	180.099	1	3	433
74	8	10	96.387	181.35	1	3	434
75	10	10	97.0454	181.388	1	3	435
76	12	10	98.8005	180.175	1	3	436
77	14	10	100.719	178.483	1	3	437
78	16	10	102.679	176.635	1	3	438
79	18	10	104.655	174.724	1	3	439
80	20	10	106.64	172.782	1	3	440
81	-20	-10	129.024	170.037	1	3	441
82	-18	-10	127.371	172.035	1	3	442
83	-16	-10	125.759	174.032	1	3	443
84	-14	-10	124.196	176.027	1	3	444
85	-12	-10	122.688	178.011	1	3	445
86	-10	-10	121.247	179.639	1	3	446
87	-8	-10	119.883	177.926	1	3	447
88	-6	-10	118.61	175.941	1	3	448
89	-4	-10	117.443	173.946	1	3	449
90	-2	-10	116.4	171.949	1	3	450
91	0	-10	115.499	171.658	1	3	451
92	2	-10	114.76	173.566	1	3	452
93	4	-10	114.202	175.445	1	3	453
94	6	-10	113.841	177.28	1	3	454
95	8	-10	113.688	179.045	1	3	455
96	10	-10	113.748	180.687	1	3	456
97	12	-10	114.02	182.104	1	3	457
98	14	-10	114.494	183.096	1	3	458
99	16	-10	115.156	183.381	1	3	459
100	18	-10	115.989	182.84	1	3	460
101	20	-10	116.973	181.683	1	3	461
102	-10	20	116.632	176.44	1	3	462
103	-10	18	115.656	178.44	1	3	463
104	-10	16	114.834	180.439	1	3	464
105	-10	14	114.186	182.438	1	3	465
106	-10	12	113.731	184.436	1	3	466
107	-10	8	113.448	188.397	1	3	467
108	-10	6	113.629	187.54	1	3	468
109	-10	4	114.021	185.55	1	3	469
110	-10	2	114.609	183.553	1	3	470
111	-10	0	115.378	181.555	1	3	471
112	-10	-2	116.307	179.555	1	3	472
113	-10	-4	117.376	177.556	1	3	473
114	-10	-6	118.568	175.642	1	3	474
115	-10	-8	119.863	177.642	1	3	475
116	-10	-12	122.706	178.357	1	3	476
117	-10	-14	122.844	176.358	1	3	477
118	-10	-16	123.779	174.358	1	3	478
119	-10	-18	125.477	172.358	1	3	479
120	-10	-20	127.354	170.358	1	3	480
121	10	20	106.425	171.531	1	3	481
122	10	18	104.448	173.524	1	3	482
123	10	16	102.482	175.514	1	3	483
124	10	14	100.543	177.497	1	3	484
125	10	12	98.6677	179.466	1	3	485
126	10	8	96.7075	182.955	1	3	486
127	10	6	98.1061	182.167	1	3	487
128	10	4	99.9376	180.308	1	3	488
129	10	2	101.864	178.352	1	3	489
130	10	0	103.823	176.373	1	3	490
131	10	-2	105.797	174.386	1	3	491
132	10	-4	107.779	175.968	1	3	492
133	10	-6	109.766	177.687	1	3	493
134	10	-8	111.756	179.287	1	3	494
135	10	-12	115.742	181.751	1	3	495
136	10	-14	117.737	182.289	1	3	496
137	10	-16	119.733	182.153	1	3	497
138	10	-18	121.729	181.385	1	3	498
139	10	-20	123.726	180.169	1	3	499
=============================================
SUBPROBLEM 1 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
0	8.435	8.683	94	120	1	0	26
1	10.391	9.073	103	128	3	0	22
2	11.081	-12.668	120	138	3	0	86
3	4.421	13.315	118	138	1	0	38
4	-15.732	9.873	106	134	3	0	112
5	-6.608	10.004	117	139	1	0	110
6	12.014	7.809	124	142	1	0	16
7	9.564	-10.483	125	146	1	0	66
8	-8.972	-10.889	132	150	1	0	166
9	9.84	-13.676	122	148	1	0	98
10	-8.158	-13.919	120	147	1	0	160
11	11.083	6.195	135	154	3	0	40
12	9.346	10.477	130	155	1	0	12
13	-8.815	4.089	142	164	3	0	130
14	9.949	12.263	139	164	1	0	32
15	-4.927	6.703	139	164	1	0	116
16	-10.701	-13.545	153	170	1	0	174
17	-11.618	8.587	138	165	1	0	144
18	10.591	-10.317	134	163	3	0	62
19	15.227	-13.845	172	189	1	0	70
20	14.828	-10.714	125	140	1	1	226
21	5.943	-7.742	130	145	3	1	222
22	6.78	-11.392	127	142	3	1	286
23	13.067	12.792	131	146	1	1	238
24	7.172	10.889	141	156	3	1	312
25	5.095	13.772	136	151	1	1	310
26	8.059	8.681	131	146	1	1	216
27	6.098	-1.692	140	155	1	1	266
28	-4.529	-9.483	139	154	1	1	366
29	5.027	6.257	153	168	1	1	298
30	9.435	1.329	155	170	1	1	360
31	8.305	11.663	145	160	3	1	240
32	-9.89	11.709	159	174	1	1	212
33	-17.898	11.542	160	175	3	1	330
34	-7.271	15.481	166	181	1	1	232
35	-10.043	-10.358	166	181	1	1	316
36	-8.202	-15.454	158	173	1	1	374
37	9.049	7.567	170	185	1	1	344
38	-9.772	7.442	175	190	3	1	262
39	15.679	-14.608	174	189	1	1	270
40	-20	-10	47	720	1	2	441
41	6.66	8.487	117	720	3	2	210
42	10	10	0	720	0	2	402
43	10	10	0	720	0	2	403
44	10	10	0	720	0	2	404
45	14.828	-10.714	127.59	720	1	2	226
46	10	-10	0	720	0	2	406
47	10.212	-2.947	109.585	720	3	2	288
48	10	-10	0	720	0	2	408
49	10	-10	0	720	0	2	409
50	7.551	-7.605	122.032	720	1	2	296
51	-10.919	6.409	116.217	720	1	2	290
52	-10	10	0	720	0	2	412
53	-10	10	0	720	0	2	413
54	-10	10	0	720	0	2	414
55	-11.662	-12.22	124	720	1	2	372
56	-10	-10	0	720	0	2	416
57	-10	-10	0	720	0	2	417
58	-10	-10	0	720	0	2	418
59	-10	-10	0	720	0	2	419
60	-20	10	113.27	178.457	1	3	420
61	-18	10	111.272	180.384	1	3	421
62	-16	10	109.297	182.267	1	3	422
63	-14	10	110.737	184.058	1	3	423
64	-12	10	112.734	185.608	1	3	424
65	-10	10	113.482	186.432	1	3	425
66	-8	10	111.488	185.888	1	3	426
67	-6	10	109.495	184.442	1	3	427
68	-4	10	107.505	182.687	1	3	428
69	-2	10	105.518	180.818	1	3	429
70	0	10	103.537	178.899	1	3	430
71	2	10	101.568	176.953	1	3	431
72	4	10	99.6264	178.395	1	3	432
73	6	10	97.7683	180.099	1	3	433
74	8	10	96.387	181.35	1	3	434
75	10	10	97.0454	181.388	1	3	435
76	12	10	98.8005	180.175	1	3	436
77	14	10	100.719	178.483	1	3	437
78	16	10	102.679	176.635	1	3	438
79	18	10	104.655	174.724	1	3	439
80	20	10	106.64	172.782	1	3	440
81	-20	-10	129.024	170.037	1	3	441
82	-18	-10	127.371	172.035	1	3	442
83	-16	-10	125.759	174.032	1	3	443
84	-14	-10	124.196	176.027	1	3	444
85	-12	-10	122.688	178.011	1	3	445
86	-10	-10	121.247	179.639	1	3	446
87	-8	-10	119.883	177.926	1	3	447
88	-6	-10	118.61	175.941	1	3	448
89	-4	-10	117.443	173.946	1	3	449
90	-2	-10	116.4	171.949	1	3	450
91	0	-10	115.499	171.658	1	3	451
92	2	-10	114.76	173.566	1	3	452
93	4	-10	114.202	175.445	1	3	453
94	6	-10	113.841	177.28	1	3	454
95	8	-10	113.688	179.045	1	3	455
96	10	-10	113.748	180.687	1	3	456
97	12	-10	114.02	182.104	1	3	457
98	14	-10	114.494	183.096	1	3	458
99	16	-10	115.156	183.381	1	3	459
100	18	-10	115.989	182.84	1	3	460
101	20	-10	116.973	181.683	1	3	461
102	-10	20	116.632	176.44	1	3	462
103	-10	18	115.656	178.44	1	3	463
104	-10	16	114.834	180.439	1	3	464
105	-10	14	114.186	182.438	1	3	465
106	-10	12	113.731	184.436	1	3	466
107	-10	8	113.448	188.397	1	3	467
108	-10	6	113.629	187.54	1	3	468
109	-10	4	114.021	185.55	1	3	469
110	-10	2	114.609	183.553	1	3	470
111	-10	0	115.378	181.555	1	3	471
112	-10	-2	116.307	179.555	1	3	472
113	-10	-4	117.376	177.556	1	3	473
114	-10	-6	118.568	175.642	1	3	474
115	-10	-8	119.863	177.642	1	3	475
116	-10	-12	122.706	178.357	1	3	476
117	-10	-14	122.844	176.358	1	3	477
118	-10	-16	123.779	174.358	1	3	478
119	-10	-18	125.477	172.358	1	3	479
120	-10	-20	127.354	170.358	1	3	480
121	10	20	106.425	171.531	1	3	481
122	10	18	104.448	173.524	1	3	482
123	10	16	102.482	175.514	1	3	483
124	10	14	100.543	177.497	1	3	484
125	10	12	98.6677	179.466	1	3	485
126	10	8	96.7075	182.955	1	3	486
127	10	6	98.1061	182.167	1	3	487
128	10	4	99.9376	180.308	1	3	488
129	10	2	101.864	178.352	1	3	489
130	10	0	103.823	176.373	1	3	490
131	10	-2	105.797	174.386	1	3	491
132	10	-4	107.779	175.968	1	3	492
133	10	-6	109.766	177.687	1	3	493
134	10	-8	111.756	179.287	1	3	494
135	10	-12	115.742	181.751	1	3	495
136	10	-14	117.737	182.289	1	3	496
137	10	-16	119.733	182.153	1	3	497
138	10	-18	121.729	181.385	1	3	498
139	10	-20	123.726	180.169	1	3	499
=============================================
SUBPROBLEM 1 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
0	8.435	8.683	94	120	1	0	26
1	10.391	9.073	103	128	3	0	22
2	11.081	-12.668	120	138	3	0	86
3	4.421	13.315	118	138	1	0	38
4	-15.732	9.873	106	134	3	0	112
5	-6.608	10.004	117	139	1	0	110
6	12.014	7.809	124	142	1	0	16
7	9.564	-10.483	125	146	1	0	66
8	-8.972	-10.889	132	150	1	0	166
9	9.84	-13.676	122	148	1	0	98
10	-8.158	-13.919	120	147	1	0	160
11	11.083	6.195	135	154	3	0	40
12	9.346	10.477	130	155	1	0	12
13	-8.815	4.089	142	164	3	0	130
14	9.949	12.263	139	164	1	0	32
15	-4.927	6.703	139	164	1	0	116
16	-10.701	-13.545	153	170	1	0	174
17	-11.618	8.587	138	165	1	0	144
18	10.591	-10.317	134	163	3	0	62
19	15.227	-13.845	172	189	1	0	70
20	14.828	-10.714	125	140	1	1	226
21	5.943	-7.742	130	145	3	1	222
22	6.78	-11.392	127	142	3	1	286
23	13.067	12.792	131	146	1	1	238
24	7.172	10.889	141	156	3	1	312
25	5.095	13.772	136	151	1	1	310
26	8.059	8.681	131	146	1	1	216
27	6.098	-1.692	140	155	1	1	266
28	-4.529	-9.483	139	154	1	1	366
29	5.027	6.257	153	168	1	1	298
30	9.435	1.329	155	170	1	1	360
31	8.305	11.663	145	160	3	1	240
32	-9.89	11.709	159	174	1	1	212
33	-17.898	11.542	160	175	3	1	330
34	-7.271	15.481	166	181	1	1	232
35	-10.043	-10.358	166	181	1	1	316
36	-8.202	-15.454	158	173	1	1	374
37	9.049	7.567	170	185	1	1	344
38	-9.772	7.442	175	190	3	1	262
39	15.679	-14.608	174	189	1	1	270
40	6.66	8.487	117	720	3	2	210
41	-20	-10	47	720	1	2	441
42	10	10	0	720	0	2	402
43	10	10	0	720	0	2	403
44	10	10	0	720	0	2	404
45	14.828	-10.714	127.59	720	1	2	226
46	10.212	-2.947	109.585	720	3	2	288
47	10	-10	0	720	0	2	407
48	10	-10	0	720	0	2	408
49	10	-10	0	720	0	2	409
50	-10.919	6.409	116.217	720	1	2	290
51	7.551	-7.605	122.032	720	1	2	296
52	-10	10	0	720	0	2	412
53	-10	10	0	720	0	2	413
54	-10	10	0	720	0	2	414
55	-11.662	-12.22	124	720	1	2	372
56	-10	-10	0	720	0	2	416
57	-10	-10	0	720	0	2	417
58	-10	-10	0	720	0	2	418
59	-10	-10	0	720	0	2	419
60	-20	10	113.27	178.457	1	3	420
61	-18	10	111.272	180.384	1	3	421
62	-16	10	109.297	182.267	1	3	422
63	-14	10	110.737	184.058	1	3	423
64	-12	10	112.734	185.608	1	3	424
65	-10	10	113.482	186.432	1	3	425
66	-8	10	111.488	185.888	1	3	426
67	-6	10	109.495	184.442	1	3	427
68	-4	10	107.505	182.687	1	3	428
69	-2	10	105.518	180.818	1	3	429
70	0	10	103.537	178.899	1	3	430
71	2	10	101.568	176.953	1	3	431
72	4	10	99.6264	178.395	1	3	432
73	6	10	97.7683	180.099	1	3	433
74	8	10	96.387	181.35	1	3	434
75	10	10	97.0454	181.388	1	3	435
76	12	10	98.8005	180.175	1	3	436
77	14	10	100.719	178.483	1	3	437
78	16	10	102.679	176.635	1	3	438
79	18	10	104.655	174.724	1	3	439
80	20	10	106.64	172.782	1	3	440
81	-20	-10	129.024	170.037	1	3	441
82	-18	-10	127.371	172.035	1	3	442
83	-16	-10	125.759	174.032	1	3	443
84	-14	-10	124.196	176.027	1	3	444
85	-12	-10	122.688	178.011	1	3	445
86	-10	-10	121.247	179.639	1	3	446
87	-8	-10	119.883	177.926	1	3	447
88	-6	-10	118.61	175.941	1	3	448
89	-4	-10	117.443	173.946	1	3	449
90	-2	-10	116.4	171.949	1	3	450
91	0	-10	115.499	171.658	1	3	451
92	2	-10	114.76	173.566	1	3	452
93	4	-10	114.202	175.445	1	3	453
94	6	-10	113.841	177.28	1	3	454
95	8	-10	113.688	179.045	1	3	455
96	10	-10	113.748	180.687	1	3	456
97	12	-10	114.02	182.104	1	3	457
98	14	-10	114.494	183.096	1	3	458
99	16	-10	115.156	183.381	1	3	459
100	18	-10	115.989	182.84	1	3	460
101	20	-10	116.973	181.683	1	3	461
102	-10	20	116.632	176.44	1	3	462
103	-10	18	115.656	178.44	1	3	463
104	-10	16	114.834	180.439	1	3	464
105	-10	14	114.186	182.438	1	3	465
106	-10	12	113.731	184.436	1	3	466
107	-10	8	113.448	188.397	1	3	467
108	-10	6	113.629	187.54	1	3	468
109	-10	4	114.021	185.55	1	3	469
110	-10	2	114.609	183.553	1	3	470
111	-10	0	115.378	181.555	1	3	471
112	-10	-2	116.307	179.555	1	3	472
113	-10	-4	117.376	177.556	1	3	473
114	-10	-6	118.568	175.642	1	3	474
115	-10	-8	119.863	177.642	1	3	475
116	-10	-12	122.706	178.357	1	3	476
117	-10	-14	122.844	176.358	1	3	477
118	-10	-16	123.779	174.358	1	3	478
119	-10	-18	125.477	172.358	1	3	479
120	-10	-20	127.354	170.358	1	3	480
121	10	20	106.425	171.531	1	3	481
122	10	18	104.448	173.524	1	3	482
123	10	16	102.482	175.514	1	3	483
124	10	14	100.543	177.497	1	3	484
125	10	12	98.6677	179.466	1	3	485
126	10	8	96.7075	182.955	1	3	486
127	10	6	98.1061	182.167	1	3	487
128	10	4	99.9376	180.308	1	3	488
129	10	2	101.864	178.352	1	3	489
130	10	0	103.823	176.373	1	3	490
131	10	-2	105.797	174.386	1	3	491
132	10	-4	107.779	175.968	1	3	492
133	10	-6	109.766	177.687	1	3	493
134	10	-8	111.756	179.287	1	3	494
135	10	-12	115.742	181.751	1	3	495
136	10	-14	117.737	182.289	1	3	496
137	10	-16	119.733	182.153	1	3	497
138	10	-18	121.729	181.385	1	3	498
139	10	-20	123.726	180.169	1	3	499
