=============================================
SUBPROBLEM 17 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
85	-12	-10	549.618	611.141	1	3	445
86	-10	-10	549.654	613.139	1	3	446
87	-8	-10	549.927	615.137	1	3	447
88	-6	-10	550.427	617.135	1	3	448
89	-4	-10	551.135	619.131	1	3	449
90	-2	-10	551.742	621.126	1	3	450
91	0	-10	550.485	623.118	1	3	451
92	2	-10	549.336	625.103	1	3	452
93	4	-10	548.313	627.068	1	3	453
94	6	-10	547.436	628.899	1	3	454
95	8	-10	546.723	628.648	1	3	455
96	10	-10	546.193	626.768	1	3	456
97	12	-10	545.861	624.798	1	3	457
98	14	-10	545.738	622.811	1	3	458
99	16	-10	545.827	620.819	1	3	459
100	18	-10	546.127	618.824	1	3	460
101	20	-10	546.627	616.827	1	3	461
102	-10	20	546.46	609.743	1	3	462
103	-10	18	544.47	611.698	1	3	463
104	-10	16	542.486	613.614	1	3	464
105	-10	14	540.51	615.4	1	3	465
106	-10	12	538.55	616.489	1	3	466
107	-10	8	534.906	613.837	1	3	467
108	-10	6	534.429	611.929	1	3	468
109	-10	4	535.908	609.976	1	3	469
110	-10	2	537.782	609.717	1	3	470
111	-10	0	539.729	610.759	1	3	471
112	-10	-2	541.7	611.642	1	3	472
113	-10	-4	543.682	612.341	1	3	473
114	-10	-6	545.669	612.835	1	3	474
115	-10	-8	547.66	613.104	1	3	475
116	-10	-12	551.648	612.938	1	3	476
117	-10	-14	553.644	612.51	1	3	477
118	-10	-16	555.64	611.869	1	3	478
119	-10	-18	557.637	611.038	1	3	479
120	-10	-20	559.635	610.041	1	3	480
121	10	20	539.006	600.535	1	3	481
122	10	18	537.153	602.522	1	3	482
123	10	16	535.369	604.508	1	3	483
124	10	14	533.707	606.491	1	3	484
125	10	12	532.285	608.472	1	3	485
126	10	8	531.223	612.419	1	3	486
127	10	6	531.978	614.382	1	3	487
128	10	4	533.303	616.335	1	3	488
129	10	2	534.917	618.272	1	3	489
130	10	0	536.676	620.184	1	3	490
131	10	-2	538.514	622.051	1	3	491
132	10	-4	540.399	623.836	1	3	492
133	10	-6	542.312	625.438	1	3	493
134	10	-8	544.246	626.59	1	3	494
135	10	-12	548.15	625.846	1	3	495
136	10	-14	547.81	624.336	1	3	496
137	10	-16	549.401	622.591	1	3	497
138	10	-18	551.344	620.742	1	3	498
139	10	-20	553.323	618.841	1	3	499
