=============================================
SUBPROBLEM 8 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
84	-14	-10	326.224	380.346	1	3	444
85	-12	-10	325.246	382.332	1	3	445
86	-10	-10	325.773	383.537	1	3	446
87	-8	-10	326.954	381.624	1	3	447
88	-6	-10	324.963	379.632	1	3	448
89	-4	-10	322.976	377.853	1	3	449
90	-2	-10	320.997	376.323	1	3	450
91	0	-10	319.034	374.615	1	3	451
92	2	-10	317.118	372.81	1	3	452
93	4	-10	315.451	370.947	1	3	453
94	6	-10	315.578	370.325	1	3	454
95	8	-10	317.297	372.321	1	3	455
96	10	-10	319.221	374.308	1	3	456
97	12	-10	321.186	375.562	1	3	457
98	14	-10	323.167	373.651	1	3	458
99	16	-10	325.154	371.659	1	3	459
100	18	-10	327.145	369.8	1	3	460
101	20	-10	329.139	369.177	1	3	461
102	-10	20	323.419	368.373	1	3	462
103	-10	18	321.746	369.027	1	3	463
104	-10	16	320.267	369.523	1	3	464
105	-10	14	319.152	369.848	1	3	465
106	-10	12	318.672	369.995	1	3	466
107	-10	8	320.031	370.298	1	3	467
108	-10	6	321.46	372.279	1	3	468
109	-10	4	323.106	374.253	1	3	469
110	-10	2	324.872	376.214	1	3	470
111	-10	0	326.707	378.149	1	3	471
112	-10	-2	328.586	380.018	1	3	472
113	-10	-4	329.678	381.659	1	3	473
114	-10	-6	329.177	382.24	1	3	474
115	-10	-8	327.535	382.257	1	3	475
116	-10	-12	324.676	381.678	1	3	476
117	-10	-14	325.435	379.691	1	3	477
118	-10	-16	327.129	377.696	1	3	478
119	-10	-18	329.014	375.698	1	3	479
120	-10	-20	330.956	373.7	1	3	480
121	10	20	331.378	383.145	1	3	481
122	10	18	330.531	385.079	1	3	482
123	10	16	329.892	386.961	1	3	483
124	10	14	329.029	388.701	1	3	484
125	10	12	327.653	389.908	1	3	485
126	10	8	326.278	388.081	1	3	486
127	10	6	326.626	386.268	1	3	487
128	10	4	327.592	384.362	1	3	488
129	10	2	326.001	382.417	1	3	489
130	10	0	324.225	380.453	1	3	490
131	10	-2	322.55	378.479	1	3	491
132	10	-4	321.045	376.498	1	3	492
133	10	-6	319.846	374.513	1	3	493
134	10	-8	319.169	373.608	1	3	494
135	10	-12	319.983	373.17	1	3	495
136	10	-14	321.234	371.401	1	3	496
137	10	-16	322.768	369.496	1	3	497
138	10	-18	324.46	367.548	1	3	498
139	10	-20	326.246	365.58	1	3	499
