=============================================
SUBPROBLEM 10 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
47	15.699	-4.738	257	720	1	2	384
48	11.668	-9.714	377	720	1	2	260
49	-8.287	-5.595	372	720	1	2	302
50	-8.815	4.089	369	720	3	2	331
51	7.551	-7.605	122.032	720	1	2	296
52	15.666	-15.424	321	720	1	2	279
53	12.882	13.797	312	720	3	2	396
54	11.996	11.373	393	720	1	2	231
55	16.757	13.404	350	720	1	2	368
56	-8.815	4.089	369	720	3	2	331
57	-5.084	-7.773	375	720	3	2	378
58	-10.358	-9.706	385	720	1	2	340
59	-10.358	-9.706	385	720	1	2	340
60	-20	10	362.974	411.144	1	3	420
61	-18	10	360.983	413.144	1	3	421
62	-16	10	359.004	415.143	1	3	422
63	-14	10	357.102	417.141	1	3	423
64	-12	10	357.186	419.129	1	3	424
65	-10	10	359.098	418.841	1	3	425
66	-8	10	361.078	416.849	1	3	426
67	-6	10	363.07	414.851	1	3	427
68	-4	10	363.274	412.852	1	3	428
69	-2	10	361.314	410.852	1	3	429
70	0	10	359.37	408.853	1	3	430
71	2	10	357.457	408.941	1	3	431
72	4	10	355.605	409.641	1	3	432
73	6	10	353.901	410.171	1	3	433
74	8	10	352.65	410.518	1	3	434
75	10	10	352.612	410.674	1	3	435
76	12	10	353.825	410.634	1	3	436
77	14	10	355.517	410.399	1	3	437
78	16	10	357.365	409.975	1	3	438
79	18	10	359.276	409.374	1	3	439
80	20	10	361.218	408.61	1	3	440
81	-20	-10	354.727	414.509	1	3	441
82	-18	-10	352.746	416.482	1	3	442
83	-16	-10	350.777	418.439	1	3	443
84	-14	-10	348.841	420.359	1	3	444
85	-12	-10	347.032	422.167	1	3	445
86	-10	-10	346.226	423.415	1	3	446
87	-8	-10	347.623	422.764	1	3	447
88	-6	-10	349.501	421.065	1	3	448
89	-4	-10	351.452	419.171	1	3	449
90	-2	-10	353.427	418.405	1	3	450
91	0	-10	355.411	420.404	1	3	451
92	2	-10	357.4	422.403	1	3	452
93	4	-10	359.392	424.401	1	3	453
94	6	-10	361.386	426.398	1	3	454
95	8	-10	362.083	428.39	1	3	455
96	10	-10	360.083	430.329	1	3	456
97	12	-10	358.107	429.556	1	3	457
98	14	-10	359.919	427.576	1	3	458
99	16	-10	361.919	425.582	1	3	459
100	18	-10	363.918	423.584	1	3	460
101	20	-10	365.918	421.586	1	3	461
102	-10	20	366.986	409.765	1	3	462
103	-10	18	365.082	411.749	1	3	463
104	-10	16	363.229	413.723	1	3	464
105	-10	14	361.481	415.674	1	3	465
106	-10	12	359.977	417.545	1	3	466
107	-10	8	359.373	417.842	1	3	467
108	-10	6	360.6	416.003	1	3	468
109	-10	4	360.181	414.059	1	3	469
110	-10	2	358.181	414.532	1	3	470
111	-10	0	356.182	416.531	1	3	471
112	-10	-2	354.183	418.528	1	3	472
113	-10	-4	352.185	420.523	1	3	473
114	-10	-6	350.188	422.51	1	3	474
115	-10	-8	348.196	424.404	1	3	475
116	-10	-12	345.892	421.441	1	3	476
117	-10	-14	347.844	419.448	1	3	477
118	-10	-16	349.835	417.452	1	3	478
119	-10	-18	351.832	415.454	1	3	479
120	-10	-20	353.83	413.455	1	3	480
121	10	20	362.469	400.677	1	3	481
122	10	18	360.476	402.677	1	3	482
123	10	16	358.486	404.676	1	3	483
124	10	14	356.503	406.676	1	3	484
125	10	12	354.534	408.675	1	3	485
126	10	8	351.045	412.673	1	3	486
127	10	6	351.833	414.672	1	3	487
128	10	4	353.692	416.671	1	3	488
129	10	2	355.648	418.669	1	3	489
130	10	0	357.627	420.666	1	3	490
131	10	-2	359.614	422.662	1	3	491
132	10	-4	361.533	424.655	1	3	492
133	10	-6	362.448	426.643	1	3	493
134	10	-8	360.84	428.609	1	3	494
135	10	-12	360.935	429.216	1	3	495
136	10	-14	362.571	427.27	1	3	496
137	10	-16	364.416	425.286	1	3	497
138	10	-18	366.333	423.294	1	3	498
139	10	-20	367.175	421.299	1	3	499
