=============================================
SUBPROBLEM 4 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
110	-10	2	218.327	282.03	1	3	470
111	-10	0	216.328	281.09	1	3	471
112	-10	-2	214.33	280.035	1	3	472
113	-10	-4	212.332	280.911	1	3	473
114	-10	-6	210.335	282.87	1	3	474
115	-10	-8	208.34	284.801	1	3	475
116	-10	-12	204.4	288.34	1	3	476
117	-10	-14	203.824	289.156	1	3	477
118	-10	-16	205.72	288.221	1	3	478
119	-10	-18	207.703	286.523	1	3	479
120	-10	-20	209.696	284.646	1	3	480
121	10	20	231.087	299.536	1	3	481
122	10	18	230.866	301.387	1	3	482
123	10	16	230.805	303.09	1	3	483
124	10	14	230.905	304.34	1	3	484
125	10	12	231.165	304.38	1	3	485
126	10	8	231.916	301.483	1	3	486
127	10	6	230.475	299.636	1	3	487
128	10	4	229.107	297.725	1	3	488
129	10	2	227.826	295.784	1	3	489
130	10	0	226.644	293.825	1	3	490
131	10	-2	225.578	291.855	1	3	491
132	10	-4	224.519	289.878	1	3	492
133	10	-6	223.415	287.896	1	3	493
134	10	-8	223.065	288.124	1	3	494
135	10	-12	222.58	292.006	1	3	495
136	10	-14	222.547	293.657	1	3	496
137	10	-16	222.718	293.374	1	3	497
138	10	-18	223.088	291.611	1	3	498
139	10	-20	223.646	289.678	1	3	499
