=============================================
SUBPROBLEM 6 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
100	18	-10	268.887	335.016	1	3	460
101	20	-10	270.807	333.039	1	3	461
102	-10	20	265.616	321.442	1	3	462
103	-10	18	263.616	323.055	1	3	463
104	-10	16	261.616	324.61	1	3	464
105	-10	14	259.617	325.937	1	3	465
106	-10	12	257.618	326.886	1	3	466
107	-10	8	254.411	328.857	1	3	467
108	-10	6	256.389	329.296	1	3	468
109	-10	4	258.387	327.965	1	3	469
110	-10	2	258.325	326.15	1	3	470
111	-10	0	256.34	326.437	1	3	471
112	-10	-2	254.36	328.434	1	3	472
113	-10	-4	252.384	330.429	1	3	473
114	-10	-6	250.415	332.423	1	3	474
115	-10	-8	248.458	334.411	1	3	475
116	-10	-12	244.609	338.303	1	3	476
117	-10	-14	242.763	339.164	1	3	477
118	-10	-16	241.064	337.447	1	3	478
119	-10	-18	239.797	335.49	1	3	479
120	-10	-20	239.67	333.507	1	3	480
121	10	20	263.333	339.557	1	3	481
122	10	18	261.361	340.828	1	3	482
123	10	16	259.469	341.761	1	3	483
124	10	14	259.008	342.217	1	3	484
125	10	12	260.807	342.099	1	3	485
126	10	8	264.753	340.348	1	3	486
127	10	6	266.744	338.976	1	3	487
128	10	4	268.739	337.42	1	3	488
129	10	2	267.924	335.745	1	3	489
130	10	0	266.591	333.989	1	3	490
131	10	-2	265.336	332.732	1	3	491
132	10	-4	264.17	334.713	1	3	492
133	10	-6	263.106	336.681	1	3	493
134	10	-8	262.156	338.61	1	3	494
135	10	-12	260.653	340.624	1	3	495
136	10	-14	260.125	338.984	1	3	496
137	10	-16	259.761	337.071	1	3	497
138	10	-18	259.57	335.108	1	3	498
139	10	-20	259.554	333.129	1	3	499
