=============================================
SUBPROBLEM 2 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
69	-2	10	142.356	227.279	1	3	429
70	0	10	140.358	228.927	1	3	430
71	2	10	138.361	230.907	1	3	431
72	4	10	136.367	232.86	1	3	432
73	6	10	134.38	234.665	1	3	433
74	8	10	132.428	234.695	1	3	434
75	10	10	131.809	232.898	1	3	435
76	12	10	133.697	230.946	1	3	436
77	14	10	135.678	228.967	1	3	437
78	16	10	137.671	226.979	1	3	438
79	18	10	139.667	224.986	1	3	439
80	20	10	141.665	222.991	1	3	440
81	-20	-10	133.474	223.232	1	3	441
82	-18	-10	131.594	225.187	1	3	442
83	-16	-10	129.767	227.105	1	3	443
84	-14	-10	128.035	228.919	1	3	444
85	-12	-10	126.488	230.259	1	3	445
86	-10	-10	125.33	229.863	1	3	446
87	-8	-10	124.922	228.245	1	3	447
88	-6	-10	125.474	226.375	1	3	448
89	-4	-10	126.714	225.732	1	3	449
90	-2	-10	128.299	227.727	1	3	450
91	0	-10	130.05	229.72	1	3	451
92	2	-10	131.888	231.708	1	3	452
93	4	-10	133.774	233.688	1	3	453
94	6	-10	135.69	235.643	1	3	454
95	8	-10	137.626	237.478	1	3	455
96	10	-10	137.671	237.831	1	3	456
97	12	-10	138.444	236.099	1	3	457
98	14	-10	140.424	234.156	1	3	458
99	16	-10	142.418	232.18	1	3	459
100	18	-10	144.416	230.193	1	3	460
101	20	-10	146.414	228.202	1	3	461
102	-10	20	150.527	227.135	1	3	462
103	-10	18	148.551	228.978	1	3	463
104	-10	16	146.588	230.636	1	3	464
105	-10	14	144.65	231.674	1	3	465
106	-10	12	142.777	231.26	1	3	466
107	-10	8	140.721	228.025	1	3	467
108	-10	6	141.004	226.139	1	3	468
109	-10	4	139.013	224.208	1	3	469
110	-10	2	137.025	222.253	1	3	470
111	-10	0	135.04	220.29	1	3	471
112	-10	-2	133.06	222.273	1	3	472
113	-10	-4	131.089	224.247	1	3	473
114	-10	-6	129.13	226.204	1	3	474
115	-10	-8	127.199	228.117	1	3	475
116	-10	-12	123.66	230.567	1	3	476
117	-10	-14	122.844	229.254	1	3	477
118	-10	-16	123.779	227.414	1	3	478
119	-10	-18	125.477	225.479	1	3	479
120	-10	-20	127.354	223.514	1	3	480
121	10	20	140.545	226.387	1	3	481
122	10	18	138.551	228.264	1	3	482
123	10	16	136.562	230.059	1	3	483
124	10	14	134.583	231.672	1	3	484
125	10	12	132.657	232.81	1	3	485
126	10	8	133.562	231.869	1	3	486
127	10	6	135.525	230.298	1	3	487
128	10	4	137.51	228.52	1	3	488
129	10	2	139.502	226.651	1	3	489
130	10	0	141.497	228.087	1	3	490
131	10	-2	142.72	230.081	1	3	491
132	10	-4	141.691	232.072	1	3	492
133	10	-6	140.81	234.055	1	3	493
134	10	-8	139.391	236.015	1	3	494
135	10	-12	138.784	237.65	1	3	495
136	10	-14	139.158	235.794	1	3	496
137	10	-16	139.277	233.83	1	3	497
138	10	-18	139.611	231.845	1	3	498
139	10	-20	140.149	229.854	1	3	499
